X;Y;facility_id;facility_name;facility_other_names;sub_site_name;sub_site_other_names;facility_type;primary_commodity;commodities_products;facility_equipment;production_start;production_end;activity_status;activity_status_year;surface_area_sq_km;concession_area_sq_km;country;GID_0;GID_1;GID_2;GID_3;GID_4;source_id;comment;;;;;
-79.38045174;39.18589154;COM00795.00;Mettiki Complex;Mountain View;;;Mine;Coal;Coal;Underground;2006;;;;;;United States of America;USA;USA.21_1 ;;;;;;;;;;
-79.42553454;39.26409342;COM00795.00;Mettiki Complex;Mountain View;;;Mine;Coal;Coal;Underground;2006;;;;;;United States of America;USA;USA.21_1 ;;;;;;;;;;
27.99227487;-26.58090752;COM00797.00;Meyerton Metalloys Smelter;;;;Smelter;Processing;high and medium carbon ferromanganese alloy;;1939;;;;;;South Africa;ZAF;ZAF.3_1;ZAF.3.4_1;ZAF.3.4.2_1;ZAF.3.4.2.8_1;det_1127;;;;;;
87.95638105;53.65848096;COM00798.00;Mezhdurechenskiy;;;;Mine;Coal;Coking coal;;;;;;;;Russian Federation;RUS;RUS.27_1;RUS.27.20_1;RUS.27.20.1_1;;det_1561;;;;;;
94.11765057;51.38840539;COM00799.00;Mezhegey;Mezhegeyugol;;;Mine;Coal;Metallurgical coal;Underground;2014;;care and maintenance;2021;;;Russian Federation;RUS;RUS.71_1;RUS.71.14_1;RUS.71.14.1_1;;det_1557;;;;;;
-110.8468354;33.41059983;COM00800.00;Miami;;;;Mine, Smelter;Copper;Copper, Sulphuric acid;Open pit, SX-EW;1915;;;;59.48943;;United States of America;USA;USA.3_1;USA.3.4_1;;;det_1167;;;;;;
111.6283444;34.82162718;COM00801.00;Mianchi;;;;Mine;Aluminium;Bauxite;Open pit, Underground;;;active;2019;;;China;CHN;CHN.12_1;CHN.12.11_1;CHN.12.11.3_1;;det_1273;;;;;;
107.0965163;41.13229372;COM00802.00;Miaogou & Sanguikou;Wulatehouqi, Wulatehouqi Zijin Mining, Wuhou Zijin;;;Mine;Zinc;Zinc, Lead, Copper, Sulfur, Silver;Underground;;;;;;;China;CHN;CHN.19_1;CHN.19.3_1;CHN.19.3.4_1;;det_1329;;;;;;
-100.6751558;28.49339699;COM00803.00;MICARE Unit Mines Coahuila;;;;Mine;Coal;Thermal coal;Open pit, Underground;;;;;;;Mexico;MEX;MEX.7_1;MEX.7.22_1;;;det_1371;Micare Unit is comprised of two mines, one in Coahuila, Mexico, and one in Eagle Pass, Texas, US. The one in Eagle Pass is operated by NACCO Industries, thus for production data of the mine in Coahuila, production data for the whole Micare Unit minus the production of the Eagle Pass mine is taken.;;;;;
-70.28123907;-22.722671;COM00804.00;Michilla;;;;Mine;Copper;Copper, Copper cathodes;;;2015;inactive;2016;;;Chile;CHL;CHL.2_1;CHL.2.1_1;CHL.2.1.2_1;;det_1174;;;;;;
-116.7906616;41.24046003;COM00805.00;Midas;;;;Mine;Other mine;Gold, Silver;;;;;;;;United States of America;USA;USA.29_1;USA.29.5_1;;;det_1012;;;;;;
29.3415447;-25.99869557;COM00806.00;Middelburg/Wolvekrans;Wolvekrans Middelburg Complex (WMC), WMC;;;Mine;Coal;Thermal bituminous coal;;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.4_1;ZAF.6.3.4.26_1;det_1136;;;;;;
137.1352059;-32.74415112;COM00807.00;Middleback Ranges;Whyalla;;;Mine;Iron;Iron ore;Open pit;;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1469;;;;;;
137.147042;-33.00292437;COM00807.00;Middleback Ranges;Whyalla;;;Mine;Iron;Iron ore;Open pit;;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1469;;;;;;
137.1691621;-33.02288261;COM00807.00;Middleback Ranges;Whyalla;;;Mine;Iron;Iron ore;Open pit;;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1469;;;;;;
137.1146056;-33.2500035;COM00807.00;Middleback Ranges;Whyalla;;;Mine;Iron;Iron ore;Open pit;;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1469;;;;;;
137.1243238;-33.27968743;COM00807.00;Middleback Ranges;Whyalla;;;Mine;Iron;Iron ore;Open pit;;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1469;;;;;;
148.638597;-22.88135757;COM00808.00;Middlemount;;;;Mine;Coal;Coking coal, Pulverized Coal Injection;Surface;2011;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1390;;;;;;
-81.45639155;38.35363013;COM00809.00;Midland Trail;Blue Creek;;;Mine;Coal;Thermal coal;Underground;2009;;;;;;United States of America;USA;USA.49_1;USA.49.20_1;;;det_1397;;;;;;
-43.77189281;-20.43817927;COM00810.00;Miguel Burnier;Dom Bosco Complex, Dom Bosco, Varzea do Lopes;;;Mine;Iron;Iron ore;Open pit;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.543_1;BRA.13.543.6_1;;det_1367;;;;;;
35.4198586;52.3119231;COM00811.00;Mikhailovsky GOK;MGOK;;;Mine, Refinery;Iron;Iron, Iron ore pellets, Iron ore concentrate, Sintering iron ore;Open pit;1960;;;;;;Russian Federation;RUS;RUS.37_1;RUS.37.31_1;RUS.37.31.1_1;;det_1244;;;;;;
-81.56082144;37.20772289;COM00812.00;Miles Branch;;;;Mine;Coal;Coal;Underground;;;;;;;United States of America;USA;USA.47_1;USA.47.123_1;;;det_1424;;;;;;
-82.78342708;37.24014765;COM00813.00;Mill Creek;;;;Mine;Coal;Coal;Underground, Surface;1994;;;;;;United States of America;USA;USA.18_1;USA.18.67_1;;;det_1422;;;;;;
148.260026;-22.02868297;COM00814.00;Millennium;;;;Mine;Coal;Coking coal, Pulverized Coal Injection;Surface;;2020;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1390;;;;;;
-82.15537208;37.68746698;COM00815.00;Miller Creek Complex;;;;Mine;Coal;Coal;Underground, Surface;2004;2016;;;;;United States of America;USA;USA.49_1;USA.49.30_1;;;det_1417;;;;;;
29.8253274;-20.32790707;COM00816.00;Mimosa;;;;Mine;Other (poly)-metallic;PGM;Underground;;;;;;65.94;Zimbabwe;ZWE;ZWE.10_1;ZWE.10.8_1;;;det_1092;;;;;;
-101.3596899;27.92346746;COM00817.00;MIMOSA Unit Mines;;;;Mine;Coal;Thermal coal, Metallurgical coal;Open pit, Underground;;;;;;;Mexico;MEX;MEX.7_1;MEX.7.23_1;;;det_1372;;;;;;
-43.19435907;-19.9382221;COM00818.00;Minas Centrais;;;;Mine;Iron;Iron;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.58_1 ;;;;;;;;;
-43.59894174;-19.95971324;COM00818.00;Minas Centrais;;;;Mine;Iron;Iron;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.58_1 ;;;;;;;;;
-43.39031991;-19.87053332;COM00818.00;Minas Centrais;;;;Mine;Iron;Iron;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.58_1 ;;;;;;;;;
-43.78798785;-19.86107948;COM00818.00;Minas Centrais;;;;Mine;Iron;Iron;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.58_1 ;;;;;;;;;
-43.85534361;-20.42245341;COM00819.00;Minas Itabirito;;;;Mine;Iron;Iron;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.366_1 ;;;;;;;;;
-43.87459076;-20.24945765;COM00819.00;Minas Itabirito;;;;Mine;Iron;Iron;Open Pit, Benefication Plant;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.366_1 ;;;;;;;;;
-80.17752599;40.14207244;COM00821.00;Mine 84;Mine No. 84;;;Mine;Coal;Coal;Underground;1998;;;;;;United States of America;USA;USA.39_1;USA.39.63_1;;;det_1421;;;;;;
-71.0267176;-34.03411467;COM00822.00;Minera Florida;;;;Mine;Gold;Gold, Silver;Underground;;;;;;;Chile;CHL;CHL.14_1;CHL.14.4_1;CHL.14.4.1_1;;det_1211;;;;;;
-68.9104367;-22.38190417;COM00824.00;Ministro Hales;División Ministro Hales;;;Mine;Copper;Copper, Silver, Calcine;Open pit;2010;;;;;;Chile;CHL;CHL.2_1;CHL.2.2_1;CHL.2.2.1_1;;det_1171;;;;;;
-92.60602294;47.54326455;COM00825.00;Minntac;Mt. Iron, Mount Iron, Mountain Iron;;;Mine;Iron;Iron, Iron ore pellets;Open pit, Pellet plant;;;;;;;United States of America;USA;USA.24_1;USA.24.70_1;;;det_1253;;;;;;
-92.51572812;47.5636915;COM00826.00;Minorca;;;;Mine, Refinery;Iron;Iron;Open pit;1977;;;;;;United States of America;USA;USA.24_1;USA.24.70_1;;;det_1218;;;;;;
-137.2466864;62.61809395;COM00827.00;Minto;;;;Mine;Copper;Copper, Silver, Gold;Open Pit, Underground;2007;;;;;;Canada;CAN;CAN.13_1;CAN.13.1_1;CAN.13.1.35_1;;det_1145;;;;;;
-74.9501034;20.65745733;COM00828.00;Moa Project;Moa Nickel, Moa Joint Venture;;;Mine;Nickel;Nickel, Cobalt;Surface, High-pressure acid leaching plant;1961;;;;;123.22;Cuba;CUB;CUB.7_1;CUB.7.11_1;;;det_1432;;;;;;
26.8022387;-26.98748807;COM00829.00;Moab Khotsong;;;;Mine;Gold;Gold;;;;;;;;South Africa;ZAF;ZAF.2_1;ZAF.2.1_1;ZAF.2.1.3_1;ZAF.2.1.3.17_1;det_1057;;;;;;
33.79969178;-16.16097773;COM00830.00;Moatize;;;;Mine;Coal;Coal, Metallurgical coal, Thermal coal;Open pit;2011;;;;;;Mozambique;MOZ;MOZ.10_1;MOZ.10.9_1;MOZ.10.9.2_1;;det_1159;;;;;;
30.12842528;-24.64001371;COM00831.00;Modikwa;;;;Mine;Other (poly)-metallic;Platinum, Palladium, Rhodium, Ruthenium, Iridium, Gold, Nickel, Copper, Cobalt;Underground;;;;;;;South Africa;ZAF;ZAF.5_1;ZAF.5.3_1;ZAF.5.3.4_1;ZAF.5.3.4.12_1;det_1265;6E = Platinum + Palladium + Rhodium + Ruthenium + Iridium + Gold;;;;;
28.913987;-23.97140897;COM00832.00;Mogalakwena;;;;Mine;Other (poly)-metallic;Platinum, Palladium;;;;;;;;South Africa;ZAF;ZAF.5_1;ZAF.5.5_1;ZAF.5.5.4_1;ZAF.5.5.4.6_1;det_1103;;;;;;
73.67082333;50.86215479;COM00833.00;Molodenzhny;;;;Mine;Coal;Coal;;;;;;;;Kazakhstan;KAZ;KAZ.9_1;KAZ.9.6_1;;;det_1123;;;;;;
-67.350998;52.74849053;COM00834.00;Mont Wright;Mt Wright, Mont-Wright, Dofasco;;;Mine;Iron;Iron;Open pit;1976;;;;;;Canada;CAN;CAN.11_1;CAN.11.94_1;CAN.11.94.2_1;;det_1218;;;;;;
-82.09322559;48.66530592;COM00835.00;Montcalm;;;;Mine;Nickel;Nickel;;;;;;;;Canada;CAN;CAN.9_1;CAN.9.5_1;CAN.9.5.4_1;;det_1181;;;;;;
149.7638226;-32.28130037;COM00836.00;Moolarben;;;;Mine;Coal;Thermal coal;Open cut, Underground;;;;;;;Australia;AUS;AUS.5_1;AUS.5.90_1;;;det_1486;;;;;;
148.3690643;-21.97078887;COM00837.00;Moorvale;;;;Mine;Coal;Thermal coal, Coking coal, Pulverized Coal Injection;Surface;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1390;;;;;;
28.18003312;-12.79591342;COM00838.00;Mopani;;;;Mine;Copper;Copper, Cobalt;Underground;;;;;;;Zambia;ZMB;ZMB.2_1;ZMB.2.4_1;;;det_1178;;;;;;
147.9711298;-21.88408708;COM00839.00;Moranbah;Moranbah North;;;Mine;Coal;Metallurgical coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1115;;;;;;
-109.3353162;33.06346953;COM00840.00;Morenci;;;;Mine;Copper;Copper, Molybdenum;Open pit, SX-EW;1939;;;;281.25955;;United States of America;USA;USA.3_1;USA.3.6_1;;;det_1167;;;;;;
-6.8468857;11.68090003;COM00841.00;Morila;;;;Mine;Gold;Gold;;;;;;;;Mali;MLI;MLI.8_1;MLI.8.1_1;MLI.8.1.8_1;MLI.8.1.8.3_1;det_1057;;;;;;
-76.1406631;-11.59672637;COM00842.00;Morococha;;;;Mine;Silver;Silver, Gold, Zinc, Lead, Copper;Underground;;;;;;105.22;Peru;PER;PER.12_1;PER.12.9_1;PER.12.9.5_1;;det_1380;;;;;;
-81.39823421;46.63810355;COM00843.00;Morrison;Sudbury;;;Mine;Copper;Copper, Nickel, Platinum, Palladium, Gold;Underground;;;;;;;Canada;CAN;CAN.9_1;CAN.9.11_1;CAN.9.11.1_1;;det_1200;;;;;;
-43.76946696;-20.63335284;COM00844.00;Morro da Mina;;;;Mine;Other (poly)-metallic;Manganese;Open pit;1902;;;;;;Brazil;BRA;BRA.13_1;BRA.13.204_1;BRA.13.204.2_1;;det_1159;;;;;;
-52.37679566;-0.894842859;COM00845.00;Morro do Felipe;;;;Mine;Other mine;Kaolin;Open pit;;;;;;;Brazil;BRA;BRA.3_1;BRA.3.16_1;BRA.3.16.1_1;;det_1166;;;;;;
-48.8322222;-24.51499997;COM00846.00;Morro do Ouro;;;;Mine;Gold;Gold;;;;;;;;Brazil;BRA;BRA.25_1;BRA.25.30_1;BRA.25.30.1_1;;det_1074;;;;;;
-43.74191146;-19.85941727;COM00847.00;Morro Velho;;;;Mine;Gold;Gold;;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.662_1;BRA.13.662.2_1;;det_1062;;;;;;
13.19347167;65.84921541;COM00848.00;Mosjoen Aluminium Smelter;Mosjøen Aluminium Smelter;;;Smelter;Processing;Aluminium;;;;;;;;Norway;NOR;NOR.10_1;NOR.10.42_1;;;det_1270;;;;;;
30.1230897;-24.99428227;COM00849.00;Mototolo;;;;Mine;Other (poly)-metallic;Platinum, Palladium;;;;;;;;South Africa;ZAF;ZAF.5_1;ZAF.5.3_1;ZAF.5.3.4_1;ZAF.5.3.4.25_1;det_1103;;;;;;
150.8652942;-32.32220337;COM00850.00;Mount Arthur;New South Wales Energy Coal;;;Mine;Coal;Thermal bituminous coal;Open pit;2002;;;;;;Australia;AUS;AUS.5_1;AUS.5.95_1;;;det_1135;;;;;;
150.9010073;-32.34777221;COM00850.00;Mount Arthur;New South Wales Energy Coal;;;Mine;Coal;Thermal bituminous coal;Open pit;2002;;;;;;Australia;AUS;AUS.5_1;AUS.5.95_1;;;det_1135;;;;;;
145.1144367;-17.67612567;COM00851.00;Mount Garnet;;;;Mine;Copper;Zinc, Lead, Copper, Silver, gold;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.63_1;;;det_1458;;;;;;
120.3042806;-20.61382837;COM00852.00;Mount Goldsworthy;Mt Goldsworthy, Mount Goldsworthy Joint Venture;;;Mine;Iron;Iron;Open pit;1966;;;;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1135;;;;;;
120.0013086;-20.42028015;COM00852.00;Mount Goldsworthy;Mt Goldsworthy, Mount Goldsworthy Joint Venture;;;Mine;Iron;Iron;Open pit;1966;;;;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1135;;;;;;
119.536488;-20.35370217;COM00852.00;Mount Goldsworthy;Mt Goldsworthy, Mount Goldsworthy Joint Venture;;;Mine;Iron;Iron;Open pit;1966;;;;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1135;;;;;;
120.5562416;-27.20957039;COM00853.00;Mount Keith;;;;Mine;Nickel;Nickel;Open pit;1995;;;;;;Australia;AUS;AUS.11_1;AUS.11.133_1;;;det_1135;;;;;;
121.4337964;-31.08087812;COM00854.00;Mount Marion;;;;Mine;Other (poly)-metallic;Lithium;;2016;;;;;;Australia;AUS;AUS.11_1;AUS.11.28_1;;;det_1242;;;;;;
121.9232711;-31.01482387;COM00855.00;Mount Monger;;;;Mine;Gold;Gold;Open pit, Underground;2008;;;;;;Australia;AUS;AUS.11_1;AUS.11.61_1;;;det_1500;;;;;;
119.6793585;-23.35908728;COM00856.00;Mount Newman;Mt Newman, Mt Newman joint venture, Newman;;;Mine;Iron;Iron;Open pit;1969;;;;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1135;;;;;;
151.09899;-32.61571307;COM00857.00;Mount Thorley Warkworth;;;;Mine;Coal;Thermal coal, Soft coking coal, semi-soft coking coal;;1981;;;;;;Australia;AUS;AUS.5_1;AUS.5.118_1;;;det_1076;;;;;;
151.0198522;-32.52373651;COM00857.00;Mount Thorley Warkworth;;;;Mine;Coal;Thermal coal, Soft coking coal, semi-soft coking coal;;1981;;;;;;Australia;AUS;AUS.5_1;AUS.5.118_1;;;det_1076;;;;;;
-81.8046726;37.91013963;COM00858.00;Mountain Laurel;;;;Mine;Coal;Metallurgical coal;Underground;;;;;;;United States of America;USA;USA.49_1;USA.49.23_1;;;det_1399;;;;;;
32.40846233;-25.91228245;COM00859.00;Mozal;;;;Smelter;Processing;Aluminium;;;;;;;;Mozambique;MOZ;MOZ.6_1;MOZ.6.1_1;MOZ.6.1.1_1;;det_1147;;;;;;
27.4315738;-26.43693487;COM00860.00;Mponeng;;;;Mine;Gold;Gold;;;;;;;;South Africa;ZAF;ZAF.3_1;ZAF.3.5_1;ZAF.3.5.1_1;ZAF.3.5.1.6_1;det_1057;;;;;;
-56.41475484;-1.676166923;COM00861.00;MRN Porto Trombetas;Mineracao Rio do Norte, Trombetas;;;Mine;Aluminium;Bauxite;;1979;;;;;;Brazil;BRA;BRA.14_1;BRA.14.84_1;BRA.14.84.1_1;;det_1065;;;;;;
120.0185804;-33.56124897;COM00862.00;Mt Cattlin;;;;Mine;Other (poly)-metallic;Spodumene, Lithium;Open pit;2011;;;;;;Australia;AUS;AUS.11_1;AUS.11.106_1;;;det_1470;;;;;;
145.579353;-42.05981122;COM00863.00;Mt Lyell;Mt.Lyell Min;;;Mine;Copper;Copper;Underground;;;inactive;2019;;;Australia;AUS;AUS.9_1;AUS.9.29_1;;;det_1307;;;;;;
117.8168172;-28.02735259;COM00864.00;Mt Magnet;;;;Mine;Gold;Gold;Underground, Open pit;2012;;;;;;Australia;AUS;AUS.11_1;AUS.11.83_1;;;det_1495;;;;;;
114;-0.012222174;COM00865.00;Mt Muro;;;;Mine;Gold;Gold, Silver;;;;inactive;2014;;479.4;Indonesia;IDN;IDN.14_1;IDN.14.10_1;IDN.14.10.5_1;IDN.14.10.5.3_1;det_1434;;;;;;
151.09164;-32.41239768;COM00866.00;Mt Owen/Glendell;Ravensworth East;;;Mine;Coal;Metallurgical coal, Thermal coal;Open pit;;;;;;;Australia;AUS;AUS.5_1;AUS.5.118_1;;;det_1188;;;;;;
-82.34062137;37.75194264;COM00867.00;Mt Sterling;East Kentucky, Peelpoplar;;;Mine;Coal;Coal;Surface;;2012;;;;;United States of America;USA;USA.18_1;USA.18.77_1;;;det_1408;;;;;;
115.1095057;-3.87869147;COM00869.00;Mulia/Jumbang;;;;Mine;Coal;Bituminous coal;Open pit;;;;;;;Indonesia;IDN;IDN.13_1;IDN.13.12_1;IDN.13.12.5_1;IDN.13.12.5.2_1;det_1510;Part of Bumi's subsidiary PT Arutmin Indonesia (Arutmin);;;;;
30.40395674;-20.49821427;COM00870.00;Murowa;;;;Mine;Other mine;Diamonds;;2004;;;;;;Zimbabwe;ZWE;ZWE.10_1;ZWE.10.8_1;;;det_1066;;;;;;
141.9684447;-37.78249844;COM00871.00;Murray Basin;;;;Mine, Refinery;Iron;Zicron, Rutile, Ilmenite, Leucoxene;;;;;;;;Australia;AUS;AUS.10_1;AUS.10.63_1;;;det_1473;;;;;;
121.8950122;-28.76761979;COM00872.00;Murrin Murrin;;;;Mine;Nickel;Nickel, Cobalt, Copper;Open pit;1999;;;;;;Australia;AUS;AUS.11_1;AUS.11.71_1;;;det_1178;;;;;;
-90.3663254;52.61154363;COM00874.00;Musselwhite;;;;Mine;Gold;Gold;Underground;;;;;;;Canada;CAN;CAN.9_1;CAN.9.20_1;CAN.9.20.18_1;;det_1151;;;;;;
150.9447617;-32.25114486;COM00875.00;Muswellbrook;;;;Mine;Coal;Thermal coal;Underground, Open cut;2005;;;;;;Australia;AUS;AUS.5_1;AUS.5.95_1;;;det_1545;;;;;;
25.8096099;-10.78745457;COM00876.00;Mutanda;;;;Mine;Copper;Copper, Cobalt;;;;;;;;DR Congo;COD;COD.15_1;COD.15.6_1;;;det_1178;;;;;;
151.5691152;-33.06345707;COM00877.00;Myuna;;;;Mine;Coal;Coal;Underground;;;;;;;Australia;AUS;AUS.5_1;AUS.5.78_1;;;det_1591;;;;;;
34.26647783;63.88014003;COM00878.00;Nadvoitsy Aluminium Smelter;;;;Smelter;Processing;Aluminium, Aluminium alloys;;1954;;;;;;Russian Federation;RUS;RUS.26_1;RUS.26.23_1;RUS.26.23.1_1;;det_1300;;;;;;
17.90249934;-31.27254424;COM00879.00;Namakwa Sands;;;;Mine;Iron;Zircon, Rutile, Ilmenite;Open pit;;;;;;;South Africa;ZAF;ZAF.9_1;ZAF.9.6_1;ZAF.9.6.3_1;ZAF.9.6.3.8_1;det_1112;;;;;;
18.04438715;-32.9647324;COM00880.00;Namakwa Sands Smelter;;;;Smelter;Processing;Titanium dioxide slag, Pig Iron;;;;;;;;South Africa;ZAF;ZAF.9_1;ZAF.9.6_1;ZAF.9.6.3_1;ZAF.9.6.3.8_1;det_1112;;;;;;
178.1291387;-18.08641757;COM00881.00;Namosi;Waisoi;;;Mine;Other mine;Copper, Gold;Open pit;;;Exploration;2018;;;Fiji Islands;FJI;FJI.1_1;FJI.1.2_1;;;det_1096;;;;;;
110.5819003;39.08178606;COM00883.00;Nanliang;Nanliang Coal Mine;;;Mine;Coal;Coal;Underground;;;;;;;China;CHN;CHN.22_1;CHN.22.10_1;CHN.22.10.8_1;;det_1579;"Is consolidatedly reported with other mines under ""China Coal Energy"" from the year 2016 onwards.";;;;;
149.895207;-30.51941913;COM00885.00;Narrabri;;;;Mine;Coal;Coal;Underground;2012;;active;2020;;;Australia;AUS;AUS.5_1;AUS.5.97_1;;;det_1540;;;;;;
15.7658529;-21.98384117;COM00886.00;Navachab;;;;Mine;Gold;Gold;;;;;;;;Namibia;NAM;NAM.2_1;NAM.2.3_1;;;det_1057;Was sold in 2014 to QKR Corp Ltd.;;;;;
-108.5140161;36.58592863;COM00887.00;Navajo;;;;Mine;Coal;Thermal bituminous coal, Sub-bituminous coal;Open pit;1963;;;;;;United States of America;USA;USA.32_1;USA.32.24_1;;;det_1135;;;;;;
124.5964882;56.71336214;COM00888.00;Neryungrinsky;;;;Mine;Coal;Coking coal, Thermal coal;Open pit;1979;;;;;15.3;Russian Federation;RUS;RUS.60_1;RUS.60.18_1;RUS.60.18.1_1;;det_1561;Part of Yakutugol JSHC;;;;;
-7.9780958;37.57501893;COM00889.00;Neves Corvo;;;;Mine;Copper;Copper, Zinc, Lead, Silver, Tin;Underground;;;;;;;Portugal;PRT;PRT.3_1;PRT.3.6_1;PRT.3.6.4_1;;det_1204;;;;;;
29.31624974;-26.13560766;COM00890.00;New Clydesdale;New Clydesdale Colliery, NCC;;;Mine;Coal;Thermal coal;Open pit, Underground;2017;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.3_1;ZAF.6.3.3.18_1;det_1546;;;;;;
29.35319037;-26.74070806;COM00891.00;New Denmark;;;;Mine;Coal;Thermal coal;;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.2_1;ZAF.6.2.4_1;ZAF.6.2.4.4_1;det_1103;;;;;;
27.9609249;-26.73003083;COM00893.00;New Vaal;;;;Mine;Coal;Thermal coal;;;;;;;;South Africa;ZAF;ZAF.2_1;ZAF.2.1_1;ZAF.2.1.2_1;ZAF.2.1.2.11_1;det_1103;;;;;;
147.8877508;-21.19688957;COM00894.00;Newlands;;;;Mine;Coal;Metallurgical coal, Thermal coal;Open pit;;;;;;;Australia;AUS;AUS.7_1;AUS.7.70_1;;;det_1189;;;;;;
79.50410104;11.57231833;COM00895.00;Neyveli I;;;;Mine;Coal;Lignite;Open pit;;;;;;;India;IND;IND.31_1;IND.31.4_1;IND.31.4.2_1;;det_1590;;;;;;
79.52618316;11.57072286;COM00896.00;Neyveli IA;;;;Mine;Coal;Lignite;Open pit;;;;;;;India;IND;IND.31_1;IND.31.4_1;IND.31.4.2_1;;det_1590;;;;;;
79.47605735;11.52086198;COM00897.00;Neyveli II;;;;Mine;Coal;Lignite;Open pit;;;;;;;India;IND;IND.31_1;IND.31.4_1;IND.31.4.4_1;;det_1590;;;;;;
115.7681897;-32.25317859;COM00898.00;Nickel West Kwinana refinery;;;;Refinery;Processing;Nickel briquette, nickel powder;Refinery;;;;;;;Australia;AUS;AUS.11_1;AUS.11.107_1;;;det_1135;;;;;;
121.5700949;-21.65707375;COM00899.00;Nifty;;;;Mine;Copper;Copper;;;;care and maintenance;2019;;;Australia;AUS;AUS.11_1;AUS.11.46_1;;;det_1436;;;;;;
7.97150106;58.13842366;COM00900.00;Nikkelverk;;;;Smelter;Processing;Refined Nickel, Refined Copper, Refined Cobalt,  Refined Gold, Refined Silver;;;;;;;;Norway;NOR;NOR.18_1;NOR.18.6_1;;;det_1178;Gets nickel concentrate supply mainly from Sudbury Integrated Nickel Operations;;;;;
31.95890564;46.77656923;COM00901.00;Nikolaev Alumina;Nikolaev alumina refinery;;;Refinery;Processing;Alumina, Metallurgical alumina, Alumina pitch, metallic gallium;Bayer process plant;1980;;;;;;Ukraine;UKR;UKR.16_1;UKR.16.22_1;;;det_1287;;;;;;
81.88929141;50.58733875;COM00902.00;Nikolayevsky;;;;Mine;Copper;Copper, Zinc, Gold, Silver;;;;;;;;Kazakhstan;KAZ;KAZ.5_1;KAZ.5.11_1;;;det_1120;"in 2012, mining activities were discontinued. However, the concentrator is still in use (2019) and processes ore from other mines in KAZ Minerals East region. Therefor, from the year 2012 onwards, the comment ""concentrator only"" indicates that the ore processed does not come from the Nikolayevsky Mine.";;;;;
30.5937481;-25.72344147;COM00904.00;Nkomati;;;;Mine;Nickel;Nickel, Copper, Cobalt, Palladium, Platinum, Chrome;Open pit, Underground;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.2_1;ZAF.6.3.2.5_1;det_1201;;;;;;
-112.6482245;31.02520673;COM00906.00;Noche Buena;;;;Mine;Gold;Gold, Silver;Open pit, Heap leach, Merrill-Crowe;2012;;;;;;Mexico;MEX;MEX.26_1;MEX.26.16_1;;;det_1125;;;;;;
29.7916243;-25.74110487;COM00907.00;Nooitgedacht;;;;Mine;Coal;Thermal coal;;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.4_1;ZAF.6.3.4.29_1;det_1111;;;;;;
8.510068913;53.50678387;COM00908.00;Nordenhamer Zinkhuette;;;;Smelter;Processing;Refined Nickel;;;;;;;;Germany;DEU;DEU.9_1;DEU.9.42_1;DEU.9.42.7_1;DEU.9.42.7.1_1;det_1180;;;;;;
30.79131928;69.40694312;COM00909.00;Nornickel Kola Peninsula;;;;Mine;Nickel;Copper, Nickel, PGM;Underground, Open pit;;;;;;;Russian Federation;RUS;RUS.45_1;RUS.45.11_1;RUS.45.11.1_1;;det_1201;;;;;;
30.2441916;69.4118331;COM00909.00;Nornickel Kola Peninsula;;;;Mine;Nickel;Copper, Nickel, PGM;Underground, Open pit;;;;;;;Russian Federation;RUS;RUS.45_1;RUS.45.11_1;RUS.45.11.1_1;;det_1201;;;;;;
